"DOY";"Taxa";"Station"
"932";66;"Total";"BY15"
"933";66;"Total";"BY15"
"934";66;"Total";"BY15"
"935";66;"Total";"BY15"
"936";66;"Total";"BY15"
"937";66;"Total";"BY15"
"938";66;"Total";"BY15"
"939";66;"Total";"BY15"
"940";66;"Total";"BY15"
"941";66;"Total";"BY15"
"942";66;"Total";"BY15"
"943";66;"Total";"BY15"
"944";66;"Total";"BY15"
"945";66;"Total";"BY15"
"946";67;"Total";"BY15"
"947";67;"Total";"BY15"
"948";67;"Total";"BY15"
"949";67;"Total";"BY15"
"950";67;"Total";"BY15"
"951";67;"Total";"BY15"
"952";67;"Total";"BY15"
"953";67;"Total";"BY15"
"954";67;"Total";"BY15"
"955";67;"Total";"BY15"
"956";67;"Total";"BY15"
"957";67;"Total";"BY15"
"958";67;"Total";"BY15"
"959";67;"Total";"BY15"
"960";67;"Total";"BY15"
"961";67;"Total";"BY15"
"962";67;"Total";"BY15"
"963";67;"Total";"BY15"
"964";67;"Total";"BY15"
"965";67;"Total";"BY15"
"966";67;"Total";"BY15"
"967";67;"Total";"BY15"
"968";67;"Total";"BY15"
"969";67;"Total";"BY15"
"970";67;"Total";"BY15"
"971";67;"Total";"BY15"
"972";67;"Total";"BY15"
"973";67;"Total";"BY15"
"974";67;"Total";"BY15"
"975";67;"Total";"BY15"
"976";67;"Total";"BY15"
"977";67;"Total";"BY15"
"978";67;"Total";"BY15"
"979";67;"Total";"BY15"
"980";67;"Total";"BY15"
"981";67;"Total";"BY15"
"982";68;"Total";"BY15"
"983";68;"Total";"BY15"
"984";68;"Total";"BY15"
"985";68;"Total";"BY15"
"986";68;"Total";"BY15"
"987";68;"Total";"BY15"
"988";68;"Total";"BY15"
"989";68;"Total";"BY15"
"990";68;"Total";"BY15"
"991";68;"Total";"BY15"
"992";68;"Total";"BY15"
"993";68;"Total";"BY15"
"994";68;"Total";"BY15"
"995";68;"Total";"BY15"
"996";68;"Total";"BY15"
"997";68;"Total";"BY15"
"998";68;"Total";"BY15"
"999";68;"Total";"BY15"
"1000";68;"Total";"BY15"
"1001";68;"Total";"BY15"
"1002";68;"Total";"BY15"
"1003";68;"Total";"BY15"
"1004";68;"Total";"BY15"
"1005";68;"Total";"BY15"
"1006";68;"Total";"BY15"
"1007";68;"Total";"BY15"
"1008";68;"Total";"BY15"
"1009";68;"Total";"BY15"
"1010";68;"Total";"BY15"
"1011";68;"Total";"BY15"
"1012";68;"Total";"BY15"
"1013";68;"Total";"BY15"
"1014";68;"Total";"BY15"
"1015";68;"Total";"BY15"
"1016";68;"Total";"BY15"
"1017";68;"Total";"BY15"
"1018";68;"Total";"BY15"
"1019";69;"Total";"BY15"
"1020";69;"Total";"BY15"
"1021";69;"Total";"BY15"
"1022";69;"Total";"BY15"
"1023";69;"Total";"BY15"
"1024";69;"Total";"BY15"
"1025";69;"Total";"BY15"
"1026";69;"Total";"BY15"
"1027";69;"Total";"BY15"
"1028";69;"Total";"BY15"
"1029";69;"Total";"BY15"
"1030";69;"Total";"BY15"
"1031";69;"Total";"BY15"
"1032";69;"Total";"BY15"
"1033";69;"Total";"BY15"
"1034";69;"Total";"BY15"
"1035";69;"Total";"BY15"
"1036";69;"Total";"BY15"
"1037";69;"Total";"BY15"
"1038";69;"Total";"BY15"
"1039";69;"Total";"BY15"
"1040";69;"Total";"BY15"
"1041";69;"Total";"BY15"
"1042";69;"Total";"BY15"
"1043";69;"Total";"BY15"
"1044";69;"Total";"BY15"
"1045";69;"Total";"BY15"
"1046";69;"Total";"BY15"
"1047";69;"Total";"BY15"
"1048";69;"Total";"BY15"
"1049";69;"Total";"BY15"
"1050";69;"Total";"BY15"
"1051";69;"Total";"BY15"
"1052";69;"Total";"BY15"
"1053";69;"Total";"BY15"
"1054";69;"Total";"BY15"
"1055";69;"Total";"BY15"
"1056";69;"Total";"BY15"
"1057";70;"Total";"BY15"
"1058";70;"Total";"BY15"
"1059";70;"Total";"BY15"
"1060";70;"Total";"BY15"
"1061";70;"Total";"BY15"
"1062";70;"Total";"BY15"
"1063";70;"Total";"BY15"
"1064";70;"Total";"BY15"
"1065";70;"Total";"BY15"
"1066";70;"Total";"BY15"
"1067";70;"Total";"BY15"
"1068";70;"Total";"BY15"
"1069";70;"Total";"BY15"
"1070";70;"Total";"BY15"
"1071";70;"Total";"BY15"
"1072";70;"Total";"BY15"
"1073";70;"Total";"BY15"
"1074";70;"Total";"BY15"
"1075";70;"Total";"BY15"
"1076";70;"Total";"BY15"
"1077";70;"Total";"BY15"
"1078";70;"Total";"BY15"
"1079";70;"Total";"BY15"
"1080";70;"Total";"BY15"
"1081";70;"Total";"BY15"
"1082";70;"Total";"BY15"
"1083";70;"Total";"BY15"
"1084";70;"Total";"BY15"
"1085";70;"Total";"BY15"
"1086";70;"Total";"BY15"
"1087";70;"Total";"BY15"
"1088";70;"Total";"BY15"
"1089";70;"Total";"BY15"
"1090";70;"Total";"BY15"
"1091";70;"Total";"BY15"
"1092";70;"Total";"BY15"
"1093";70;"Total";"BY15"
"1094";70;"Total";"BY15"
"1095";70;"Total";"BY15"
"1096";70;"Total";"BY15"
"1097";71;"Total";"BY15"
"1098";71;"Total";"BY15"
"1099";71;"Total";"BY15"
"1100";71;"Total";"BY15"
"1101";71;"Total";"BY15"
"1102";71;"Total";"BY15"
"1103";71;"Total";"BY15"
"1104";71;"Total";"BY15"
"1105";71;"Total";"BY15"
"1106";71;"Total";"BY15"
"1107";71;"Total";"BY15"
"1108";71;"Total";"BY15"
"1109";71;"Total";"BY15"
"1110";71;"Total";"BY15"
"1111";71;"Total";"BY15"
"1112";71;"Total";"BY15"
"1113";71;"Total";"BY15"
"1114";71;"Total";"BY15"
"1115";71;"Total";"BY15"
"1116";71;"Total";"BY15"
"1117";71;"Total";"BY15"
"1118";71;"Total";"BY15"
"1119";71;"Total";"BY15"
"1120";71;"Total";"BY15"
"1121";71;"Total";"BY15"
"1122";71;"Total";"BY15"
"1123";71;"Total";"BY15"
"1124";71;"Total";"BY15"
"1125";71;"Total";"BY15"
"1126";71;"Total";"BY15"
"1127";71;"Total";"BY15"
"1128";71;"Total";"BY15"
"1129";71;"Total";"BY15"
"1130";71;"Total";"BY15"
"1131";71;"Total";"BY15"
"1132";71;"Total";"BY15"
"1133";71;"Total";"BY15"
"1134";71;"Total";"BY15"
"1135";71;"Total";"BY15"
"1136";71;"Total";"BY15"
"1137";71;"Total";"BY15"
"1138";72;"Total";"BY15"
"1139";72;"Total";"BY15"
"1140";72;"Total";"BY15"
"1141";72;"Total";"BY15"
"1142";72;"Total";"BY15"
"1143";72;"Total";"BY15"
"1144";72;"Total";"BY15"
"1145";72;"Total";"BY15"
"1146";72;"Total";"BY15"
"1147";72;"Total";"BY15"
"1148";72;"Total";"BY15"
"1149";72;"Total";"BY15"
"1150";72;"Total";"BY15"
"1151";72;"Total";"BY15"
"1152";72;"Total";"BY15"
"1153";72;"Total";"BY15"
"1154";72;"Total";"BY15"
"1155";72;"Total";"BY15"
"1156";72;"Total";"BY15"
"1157";72;"Total";"BY15"
"1158";72;"Total";"BY15"
"1159";72;"Total";"BY15"
"1160";72;"Total";"BY15"
"1161";72;"Total";"BY15"
"1162";72;"Total";"BY15"
"1163";72;"Total";"BY15"
"1164";72;"Total";"BY15"
"1165";72;"Total";"BY15"
"1166";72;"Total";"BY15"
"1167";72;"Total";"BY15"
"1168";72;"Total";"BY15"
"1169";72;"Total";"BY15"
"1170";72;"Total";"BY15"
"1171";72;"Total";"BY15"
"1172";72;"Total";"BY15"
"1173";72;"Total";"BY15"
"1174";72;"Total";"BY15"
"1175";72;"Total";"BY15"
"1176";72;"Total";"BY15"
"1177";72;"Total";"BY15"
"1178";72;"Total";"BY15"
"1179";72;"Total";"BY15"
"1180";73;"Total";"BY15"
"1181";73;"Total";"BY15"
"1182";73;"Total";"BY15"
"1183";73;"Total";"BY15"
"1184";73;"Total";"BY15"
"1185";73;"Total";"BY15"
"1186";73;"Total";"BY15"
"1187";73;"Total";"BY15"
"1188";73;"Total";"BY15"
"1189";73;"Total";"BY15"
"1190";73;"Total";"BY15"
"1191";73;"Total";"BY15"
"1192";73;"Total";"BY15"
"1193";73;"Total";"BY15"
"1194";73;"Total";"BY15"
"1195";73;"Total";"BY15"
"1196";73;"Total";"BY15"
"1197";73;"Total";"BY15"
"1198";73;"Total";"BY15"
"1199";73;"Total";"BY15"
"1200";73;"Total";"BY15"
"1201";73;"Total";"BY15"
"1202";73;"Total";"BY15"
"1203";73;"Total";"BY15"
"1204";73;"Total";"BY15"
"1205";73;"Total";"BY15"
"1206";73;"Total";"BY15"
"1207";73;"Total";"BY15"
"1208";73;"Total";"BY15"
"1209";73;"Total";"BY15"
"1210";73;"Total";"BY15"
"1211";73;"Total";"BY15"
"1212";73;"Total";"BY15"
"1213";73;"Total";"BY15"
"1214";73;"Total";"BY15"
"1215";73;"Total";"BY15"
"1216";73;"Total";"BY15"
"1217";73;"Total";"BY15"
"1218";73;"Total";"BY15"
"1219";73;"Total";"BY15"
"1220";73;"Total";"BY15"
"1221";73;"Total";"BY15"
"1222";73;"Total";"BY15"
"1223";74;"Total";"BY15"
"1224";74;"Total";"BY15"
"1225";74;"Total";"BY15"
"1226";74;"Total";"BY15"
"1227";74;"Total";"BY15"
"1228";74;"Total";"BY15"
"1229";74;"Total";"BY15"
"1230";74;"Total";"BY15"
"1231";74;"Total";"BY15"
"1232";74;"Total";"BY15"
"1233";74;"Total";"BY15"
"1234";74;"Total";"BY15"
"1235";74;"Total";"BY15"
"1236";74;"Total";"BY15"
"1237";74;"Total";"BY15"
"1238";74;"Total";"BY15"
"1239";74;"Total";"BY15"
"1240";74;"Total";"BY15"
"1241";74;"Total";"BY15"
"1242";74;"Total";"BY15"
"1243";74;"Total";"BY15"
"1244";74;"Total";"BY15"
"1245";74;"Total";"BY15"
"1246";74;"Total";"BY15"
"1247";74;"Total";"BY15"
"1248";74;"Total";"BY15"
"1249";74;"Total";"BY15"
"1250";74;"Total";"BY15"
"1251";74;"Total";"BY15"
"1252";74;"Total";"BY15"
"1253";74;"Total";"BY15"
"1254";74;"Total";"BY15"
"1255";74;"Total";"BY15"
"1256";74;"Total";"BY15"
"1257";74;"Total";"BY15"
"1258";74;"Total";"BY15"
"1259";74;"Total";"BY15"
"1260";74;"Total";"BY15"
"1261";74;"Total";"BY15"
"1262";74;"Total";"BY15"
"1263";74;"Total";"BY15"
"1264";74;"Total";"BY15"
"1265";74;"Total";"BY15"
"1266";74;"Total";"BY15"
"1267";74;"Total";"BY15"
"1268";75;"Total";"BY15"
"1269";75;"Total";"BY15"
"1270";75;"Total";"BY15"
"1271";75;"Total";"BY15"
"1272";75;"Total";"BY15"
"1273";75;"Total";"BY15"
"1274";75;"Total";"BY15"
"1275";75;"Total";"BY15"
"1276";75;"Total";"BY15"
"1277";75;"Total";"BY15"
"1278";75;"Total";"BY15"
"1279";75;"Total";"BY15"
"1280";75;"Total";"BY15"
"1281";75;"Total";"BY15"
"1282";75;"Total";"BY15"
"1283";75;"Total";"BY15"
"1284";75;"Total";"BY15"
"1285";75;"Total";"BY15"
"1286";75;"Total";"BY15"
"1287";75;"Total";"BY15"
"1288";75;"Total";"BY15"
"1289";75;"Total";"BY15"
"1290";75;"Total";"BY15"
"1291";75;"Total";"BY15"
"1292";75;"Total";"BY15"
"1293";75;"Total";"BY15"
"1294";75;"Total";"BY15"
"1295";75;"Total";"BY15"
"1296";75;"Total";"BY15"
"1297";75;"Total";"BY15"
"1298";75;"Total";"BY15"
"1299";75;"Total";"BY15"
"1300";75;"Total";"BY15"
"1301";75;"Total";"BY15"
"1302";75;"Total";"BY15"
"1303";75;"Total";"BY15"
"1304";75;"Total";"BY15"
"1305";75;"Total";"BY15"
"1306";75;"Total";"BY15"
"1307";75;"Total";"BY15"
"1308";75;"Total";"BY15"
"1309";75;"Total";"BY15"
"1310";75;"Total";"BY15"
"1311";75;"Total";"BY15"
"1312";75;"Total";"BY15"
"1313";75;"Total";"BY15"
"1314";76;"Total";"BY15"
"1315";76;"Total";"BY15"
"1316";76;"Total";"BY15"
"1317";76;"Total";"BY15"
"1318";76;"Total";"BY15"
"1319";76;"Total";"BY15"
"1320";76;"Total";"BY15"
"1321";76;"Total";"BY15"
"1322";76;"Total";"BY15"
"1323";76;"Total";"BY15"
"1324";76;"Total";"BY15"
"1325";76;"Total";"BY15"
"1326";76;"Total";"BY15"
"1327";76;"Total";"BY15"
"1328";76;"Total";"BY15"
"1329";76;"Total";"BY15"
"1330";76;"Total";"BY15"
"1331";76;"Total";"BY15"
"1332";76;"Total";"BY15"
"1333";76;"Total";"BY15"
"1334";76;"Total";"BY15"
"1335";76;"Total";"BY15"
"1336";76;"Total";"BY15"
"1337";76;"Total";"BY15"
"1338";76;"Total";"BY15"
"1339";76;"Total";"BY15"
"1340";76;"Total";"BY15"
"1341";76;"Total";"BY15"
"1342";76;"Total";"BY15"
"1343";76;"Total";"BY15"
"1344";76;"Total";"BY15"
"1345";76;"Total";"BY15"
"1346";76;"Total";"BY15"
"1347";76;"Total";"BY15"
"1348";76;"Total";"BY15"
"1349";76;"Total";"BY15"
"1350";76;"Total";"BY15"
"1351";76;"Total";"BY15"
"1352";76;"Total";"BY15"
"1353";76;"Total";"BY15"
"1354";76;"Total";"BY15"
"1355";76;"Total";"BY15"
"1356";76;"Total";"BY15"
"1357";76;"Total";"BY15"
"1358";76;"Total";"BY15"
"1359";76;"Total";"BY15"
"1360";76;"Total";"BY15"
"1361";76;"Total";"BY15"
"1362";77;"Total";"BY15"
"1363";77;"Total";"BY15"
"1364";77;"Total";"BY15"
"1365";77;"Total";"BY15"
"1366";77;"Total";"BY15"
"1367";77;"Total";"BY15"
"1368";77;"Total";"BY15"
"1369";77;"Total";"BY15"
"1370";77;"Total";"BY15"
"1371";77;"Total";"BY15"
"1372";77;"Total";"BY15"
"1373";77;"Total";"BY15"
"1374";77;"Total";"BY15"
"1375";77;"Total";"BY15"
"1376";77;"Total";"BY15"
"1377";77;"Total";"BY15"
"1378";77;"Total";"BY15"
"1379";77;"Total";"BY15"
"1380";77;"Total";"BY15"
"1381";77;"Total";"BY15"
"1382";77;"Total";"BY15"
"1383";77;"Total";"BY15"
"1384";77;"Total";"BY15"
"1385";77;"Total";"BY15"
"1386";77;"Total";"BY15"
"1387";77;"Total";"BY15"
"1388";77;"Total";"BY15"
"1389";77;"Total";"BY15"
"1390";77;"Total";"BY15"
"1391";77;"Total";"BY15"
"1392";77;"Total";"BY15"
"1393";77;"Total";"BY15"
"1394";77;"Total";"BY15"
"1395";77;"Total";"BY15"
"1396";77;"Total";"BY15"
"1397";77;"Total";"BY15"
"1398";77;"Total";"BY15"
"1399";77;"Total";"BY15"
"1400";77;"Total";"BY15"
"1401";77;"Total";"BY15"
"1402";77;"Total";"BY15"
"1403";77;"Total";"BY15"
"1404";77;"Total";"BY15"
"1405";77;"Total";"BY15"
"1406";77;"Total";"BY15"
"1407";77;"Total";"BY15"
"1408";77;"Total";"BY15"
"1409";77;"Total";"BY15"
"1410";77;"Total";"BY15"
"1411";77;"Total";"BY15"
"1412";78;"Total";"BY15"
"1413";78;"Total";"BY15"
"1414";78;"Total";"BY15"
"1415";78;"Total";"BY15"
"1416";78;"Total";"BY15"
"1417";78;"Total";"BY15"
"1418";78;"Total";"BY15"
"1419";78;"Total";"BY15"
"1420";78;"Total";"BY15"
"1421";78;"Total";"BY15"
"1422";78;"Total";"BY15"
"1423";78;"Total";"BY15"
"1424";78;"Total";"BY15"
"1425";78;"Total";"BY15"
"1426";78;"Total";"BY15"
"1427";78;"Total";"BY15"
"1428";78;"Total";"BY15"
"1429";78;"Total";"BY15"
"1430";78;"Total";"BY15"
"1431";78;"Total";"BY15"
"1432";78;"Total";"BY15"
"1433";78;"Total";"BY15"
"1434";78;"Total";"BY15"
"1435";78;"Total";"BY15"
"1436";78;"Total";"BY15"
"1437";78;"Total";"BY15"
"1438";78;"Total";"BY15"
"1439";78;"Total";"BY15"
"1440";78;"Total";"BY15"
"1441";78;"Total";"BY15"
"1442";78;"Total";"BY15"
"1443";78;"Total";"BY15"
"1444";78;"Total";"BY15"
"1445";78;"Total";"BY15"
"1446";78;"Total";"BY15"
"1447";78;"Total";"BY15"
"1448";78;"Total";"BY15"
"1449";78;"Total";"BY15"
"1450";78;"Total";"BY15"
"1451";78;"Total";"BY15"
"1452";78;"Total";"BY15"
"1453";78;"Total";"BY15"
"1454";78;"Total";"BY15"
"1455";78;"Total";"BY15"
"1456";78;"Total";"BY15"
"1457";78;"Total";"BY15"
"1458";78;"Total";"BY15"
"1459";78;"Total";"BY15"
"1460";78;"Total";"BY15"
"1461";78;"Total";"BY15"
"1462";78;"Total";"BY15"
"1463";78;"Total";"BY15"
"1464";79;"Total";"BY15"
"1465";79;"Total";"BY15"
"1466";79;"Total";"BY15"
"1467";79;"Total";"BY15"
"1468";79;"Total";"BY15"
"1469";79;"Total";"BY15"
"1470";79;"Total";"BY15"
"1471";79;"Total";"BY15"
"1472";79;"Total";"BY15"
"1473";79;"Total";"BY15"
"1474";79;"Total";"BY15"
"1475";79;"Total";"BY15"
"1476";79;"Total";"BY15"
"1477";79;"Total";"BY15"
"1478";79;"Total";"BY15"
"1479";79;"Total";"BY15"
"1480";79;"Total";"BY15"
"1481";79;"Total";"BY15"
"1482";79;"Total";"BY15"
"1483";79;"Total";"BY15"
"1484";79;"Total";"BY15"
"1485";79;"Total";"BY15"
"1486";79;"Total";"BY15"
"1487";79;"Total";"BY15"
"1488";79;"Total";"BY15"
"1489";79;"Total";"BY15"
"1490";79;"Total";"BY15"
"1491";79;"Total";"BY15"
"1492";79;"Total";"BY15"
"1493";79;"Total";"BY15"
"1494";79;"Total";"BY15"
"1495";79;"Total";"BY15"
"1496";79;"Total";"BY15"
"1497";79;"Total";"BY15"
"1498";79;"Total";"BY15"
"1499";79;"Total";"BY15"
"1500";79;"Total";"BY15"
"1501";79;"Total";"BY15"
"1502";79;"Total";"BY15"
"1503";79;"Total";"BY15"
"1504";79;"Total";"BY15"
"1505";79;"Total";"BY15"
"1506";79;"Total";"BY15"
"1507";79;"Total";"BY15"
"1508";79;"Total";"BY15"
"1509";79;"Total";"BY15"
"1510";79;"Total";"BY15"
"1511";79;"Total";"BY15"
"1512";79;"Total";"BY15"
"1513";79;"Total";"BY15"
"1514";79;"Total";"BY15"
"1515";79;"Total";"BY15"
"1516";79;"Total";"BY15"
"1517";80;"Total";"BY15"
"1518";80;"Total";"BY15"
"1519";80;"Total";"BY15"
"1520";80;"Total";"BY15"
"1521";80;"Total";"BY15"
"1522";80;"Total";"BY15"
"1523";80;"Total";"BY15"
"1524";80;"Total";"BY15"
"1525";80;"Total";"BY15"
"1526";80;"Total";"BY15"
"1527";80;"Total";"BY15"
"1528";80;"Total";"BY15"
"1529";80;"Total";"BY15"
"1530";80;"Total";"BY15"
"1531";80;"Total";"BY15"
"1532";80;"Total";"BY15"
"1533";80;"Total";"BY15"
"1534";80;"Total";"BY15"
"1535";80;"Total";"BY15"
"1536";80;"Total";"BY15"
"1537";80;"Total";"BY15"
"1538";80;"Total";"BY15"
"1539";80;"Total";"BY15"
"1540";80;"Total";"BY15"
"1541";80;"Total";"BY15"
"1542";80;"Total";"BY15"
"1543";80;"Total";"BY15"
"1544";80;"Total";"BY15"
"1545";80;"Total";"BY15"
"1546";80;"Total";"BY15"
"1547";80;"Total";"BY15"
"1548";80;"Total";"BY15"
"1549";80;"Total";"BY15"
"1550";80;"Total";"BY15"
"1551";80;"Total";"BY15"
"1552";80;"Total";"BY15"
"1553";80;"Total";"BY15"
"1554";80;"Total";"BY15"
"1555";80;"Total";"BY15"
"1556";80;"Total";"BY15"
"1557";80;"Total";"BY15"
"1558";80;"Total";"BY15"
"1559";80;"Total";"BY15"
"1560";80;"Total";"BY15"
"1561";80;"Total";"BY15"
"1562";80;"Total";"BY15"
"1563";80;"Total";"BY15"
"1564";80;"Total";"BY15"
"1565";80;"Total";"BY15"
"1566";80;"Total";"BY15"
"1567";80;"Total";"BY15"
"1568";80;"Total";"BY15"
"1569";80;"Total";"BY15"
"1570";80;"Total";"BY15"
"1571";80;"Total";"BY15"
"1572";81;"Total";"BY15"
"1573";81;"Total";"BY15"
"1574";81;"Total";"BY15"
"1575";81;"Total";"BY15"
"1576";81;"Total";"BY15"
"1577";81;"Total";"BY15"
"1578";81;"Total";"BY15"
"1579";81;"Total";"BY15"
"1580";81;"Total";"BY15"
"1581";81;"Total";"BY15"
"1582";81;"Total";"BY15"
"1583";81;"Total";"BY15"
"1584";81;"Total";"BY15"
"1585";81;"Total";"BY15"
"1586";81;"Total";"BY15"
"1587";81;"Total";"BY15"
"1588";81;"Total";"BY15"
"1589";81;"Total";"BY15"
"1590";81;"Total";"BY15"
"1591";81;"Total";"BY15"
"1592";81;"Total";"BY15"
"1593";81;"Total";"BY15"
"1594";81;"Total";"BY15"
"1595";81;"Total";"BY15"
"1596";81;"Total";"BY15"
"1597";81;"Total";"BY15"
"1598";81;"Total";"BY15"
"1599";81;"Total";"BY15"
"1600";81;"Total";"BY15"
"1601";81;"Total";"BY15"
"1602";81;"Total";"BY15"
"1603";81;"Total";"BY15"
"1604";81;"Total";"BY15"
"1605";81;"Total";"BY15"
"1606";81;"Total";"BY15"
"1607";81;"Total";"BY15"
"1608";81;"Total";"BY15"
"1609";81;"Total";"BY15"
"1610";81;"Total";"BY15"
"1611";81;"Total";"BY15"
"1612";81;"Total";"BY15"
"1613";81;"Total";"BY15"
"1614";81;"Total";"BY15"
"1615";81;"Total";"BY15"
"1616";81;"Total";"BY15"
"1617";81;"Total";"BY15"
"1618";81;"Total";"BY15"
"1619";81;"Total";"BY15"
"1620";81;"Total";"BY15"
"1621";81;"Total";"BY15"
"1622";81;"Total";"BY15"
"1623";81;"Total";"BY15"
"1624";81;"Total";"BY15"
"1625";81;"Total";"BY15"
"1626";81;"Total";"BY15"
"1627";81;"Total";"BY15"
"1628";81;"Total";"BY15"
"1629";82;"Total";"BY15"
"1630";82;"Total";"BY15"
"1631";82;"Total";"BY15"
"1632";82;"Total";"BY15"
"1633";82;"Total";"BY15"
"1634";82;"Total";"BY15"
"1635";82;"Total";"BY15"
"1636";82;"Total";"BY15"
"1637";82;"Total";"BY15"
"1638";82;"Total";"BY15"
"1639";82;"Total";"BY15"
"1640";82;"Total";"BY15"
"1641";82;"Total";"BY15"
"1642";82;"Total";"BY15"
"1643";82;"Total";"BY15"
"1644";82;"Total";"BY15"
"1645";82;"Total";"BY15"
"1646";82;"Total";"BY15"
"1647";82;"Total";"BY15"
"1648";82;"Total";"BY15"
"1649";82;"Total";"BY15"
"1650";82;"Total";"BY15"
"1651";82;"Total";"BY15"
"1652";82;"Total";"BY15"
"1653";82;"Total";"BY15"
"1654";82;"Total";"BY15"
"1655";82;"Total";"BY15"
"1656";82;"Total";"BY15"
"1657";82;"Total";"BY15"
"1658";82;"Total";"BY15"
"1659";82;"Total";"BY15"
"1660";82;"Total";"BY15"
"1661";82;"Total";"BY15"
"1662";82;"Total";"BY15"
"1663";82;"Total";"BY15"
"1664";82;"Total";"BY15"
"1665";82;"Total";"BY15"
"1666";82;"Total";"BY15"
"1667";82;"Total";"BY15"
"1668";82;"Total";"BY15"
"1669";82;"Total";"BY15"
"1670";82;"Total";"BY15"
"1671";82;"Total";"BY15"
"1672";82;"Total";"BY15"
"1673";82;"Total";"BY15"
"1674";82;"Total";"BY15"
"1675";82;"Total";"BY15"
"1676";82;"Total";"BY15"
"1677";82;"Total";"BY15"
"1678";82;"Total";"BY15"
"1679";82;"Total";"BY15"
"1680";82;"Total";"BY15"
"1681";82;"Total";"BY15"
"1682";82;"Total";"BY15"
"1683";82;"Total";"BY15"
"1684";82;"Total";"BY15"
"1685";82;"Total";"BY15"
"1686";82;"Total";"BY15"
"1687";82;"Total";"BY15"
"1688";83;"Total";"BY15"
"1689";83;"Total";"BY15"
"1690";83;"Total";"BY15"
"1691";83;"Total";"BY15"
"1692";83;"Total";"BY15"
"1693";83;"Total";"BY15"
"1694";83;"Total";"BY15"
"1695";83;"Total";"BY15"
"1696";83;"Total";"BY15"
"1697";83;"Total";"BY15"
"1698";83;"Total";"BY15"
"1699";83;"Total";"BY15"
"1700";83;"Total";"BY15"
"1701";83;"Total";"BY15"
"1702";83;"Total";"BY15"
"1703";83;"Total";"BY15"
"1704";83;"Total";"BY15"
"1705";83;"Total";"BY15"
"1706";83;"Total";"BY15"
"1707";83;"Total";"BY15"
"1708";83;"Total";"BY15"
"1709";83;"Total";"BY15"
"1710";83;"Total";"BY15"
"1711";83;"Total";"BY15"
"1712";83;"Total";"BY15"
"1713";83;"Total";"BY15"
"1714";83;"Total";"BY15"
"1715";83;"Total";"BY15"
"1716";83;"Total";"BY15"
"1717";83;"Total";"BY15"
"1718";83;"Total";"BY15"
"1719";83;"Total";"BY15"
"1720";83;"Total";"BY15"
"1721";83;"Total";"BY15"
"1722";83;"Total";"BY15"
"1723";83;"Total";"BY15"
"1724";83;"Total";"BY15"
"1725";83;"Total";"BY15"
"1726";83;"Total";"BY15"
"1727";83;"Total";"BY15"
"1728";83;"Total";"BY15"
"1729";83;"Total";"BY15"
"1730";83;"Total";"BY15"
"1731";83;"Total";"BY15"
"1732";83;"Total";"BY15"
"1733";83;"Total";"BY15"
"1734";83;"Total";"BY15"
"1735";83;"Total";"BY15"
"1736";83;"Total";"BY15"
"1737";83;"Total";"BY15"
"1738";83;"Total";"BY15"
"1739";83;"Total";"BY15"
"1740";83;"Total";"BY15"
"1741";83;"Total";"BY15"
"1742";83;"Total";"BY15"
"1743";83;"Total";"BY15"
"1744";83;"Total";"BY15"
"1745";83;"Total";"BY15"
"1746";83;"Total";"BY15"
"1747";83;"Total";"BY15"
"1748";83;"Total";"BY15"
"1749";84;"Total";"BY15"
"1750";84;"Total";"BY15"
"1751";84;"Total";"BY15"
"1752";84;"Total";"BY15"
"1753";84;"Total";"BY15"
"1754";84;"Total";"BY15"
"1755";84;"Total";"BY15"
"1756";84;"Total";"BY15"
"1757";84;"Total";"BY15"
"1758";84;"Total";"BY15"
"1759";84;"Total";"BY15"
"1760";84;"Total";"BY15"
"1761";84;"Total";"BY15"
"1762";84;"Total";"BY15"
"1763";84;"Total";"BY15"
"1764";84;"Total";"BY15"
"1765";84;"Total";"BY15"
"1766";84;"Total";"BY15"
"1767";84;"Total";"BY15"
"1768";84;"Total";"BY15"
"1769";84;"Total";"BY15"
"1770";84;"Total";"BY15"
"1771";84;"Total";"BY15"
"1772";84;"Total";"BY15"
"1773";84;"Total";"BY15"
"1774";84;"Total";"BY15"
"1775";84;"Total";"BY15"
"1776";84;"Total";"BY15"
"1777";84;"Total";"BY15"
"1778";84;"Total";"BY15"
"1779";84;"Total";"BY15"
"1780";84;"Total";"BY15"
"1781";84;"Total";"BY15"
"1782";84;"Total";"BY15"
"1783";84;"Total";"BY15"
"1784";84;"Total";"BY15"
"1785";84;"Total";"BY15"
"1786";84;"Total";"BY15"
"1787";84;"Total";"BY15"
"1788";84;"Total";"BY15"
"1789";84;"Total";"BY15"
"1790";84;"Total";"BY15"
"1791";84;"Total";"BY15"
"1792";84;"Total";"BY15"
"1793";84;"Total";"BY15"
"1794";84;"Total";"BY15"
"1795";84;"Total";"BY15"
"1796";84;"Total";"BY15"
"1797";84;"Total";"BY15"
"1798";84;"Total";"BY15"
"1799";84;"Total";"BY15"
"1800";84;"Total";"BY15"
"1801";84;"Total";"BY15"
"1802";84;"Total";"BY15"
"1803";84;"Total";"BY15"
"1804";84;"Total";"BY15"
"1805";84;"Total";"BY15"
"1806";84;"Total";"BY15"
"1807";84;"Total";"BY15"
"1808";84;"Total";"BY15"
"1809";84;"Total";"BY15"
